-45.0,9.04
-44.99,9.04
-44.98,9.04
-44.98,9.045
-44.98,9.05
-44.97,9.04
-44.96,9.04
-44.96,9.05
-44.96,9.06
-45.0,9.14
-44.99,9.14
-44.98,9.14
-44.97,9.14
-44.96,9.14
-44.95,9.14
-45.0,9.16
-45.0,9.15
-44.99,9.24
-45.0,9.24
-45.0,9.26
-44.99,9.26
-44.98,9.26
-44.98,9.24
-44.96,9.26
-44.95,9.255
-44.95,9.245
-44.96,9.24
-44.98,9.25
-44.97,9.24
-44.97,9.26
-44.99,9.34
-45.0,9.345
-45.0,9.355
-44.99,9.36
-44.98,9.36
-44.98,9.34
-44.96,9.36
-44.95,9.355
-44.95,9.345
-44.96,9.34
-44.98,9.355
-44.97,9.34
-44.98,9.35
-45.0,9.46
-45.0,9.45
-44.99,9.445
-44.98,9.44
-44.96,9.46
-44.96,9.45
-44.97,9.445
-44.997,9.445
-44.963,9.445
-44.977,9.443
-44.983,9.443
-45.0,9.54
-44.99,9.54
-44.98,9.54
-44.98,9.545
-44.98,9.55
-44.97,9.54
-44.96,9.54
-44.96,9.55
-44.96,9.56
-44.99,9.64
-45.0,9.645
-45.0,9.655
-44.99,9.66
-44.98,9.66
-44.98,9.64
-44.96,9.66
-44.95,9.655
-44.95,9.645
-44.96,9.64
-44.97,9.66
-44.97,9.64
-44.99,9.74
-45.0,9.745
-45.0,9.755
-44.99,9.76
-44.98,9.76
-44.98,9.74
-44.96,9.76
-44.95,9.76
-44.95,9.74
-44.96,9.74
-44.97,9.76
-44.97,9.74
-45.0,9.84
-44.99,9.84
-44.98,9.84
-44.97,9.84
-44.96,9.84
-44.95,9.84
-45.0,9.86
-44.99,9.86
-44.98,9.86
-44.97,9.86
-44.96,9.86
-44.95,9.86
-44.97,9.8466
-44.975,9.85
-44.98,9.8533
-44.96,9.8433
-44.99,9.8566
-45.0,9.94
-45.0,9.95
-44.99,9.96
-44.99,9.94
-44.98,9.94
-44.98,9.96
-44.97,9.94
-44.96,9.94
-44.96,9.95
-44.97,9.96
-44.997,9.955
-44.963,9.955
-45.0,10.04
-45.0,10.045
-45.0,10.05
-45.0,10.055
-45.0,10.06
-45.0,10.14
-44.99,10.14
-44.98,10.14
-44.97,10.14
-44.96,10.14
-44.95,10.14
-45.0,10.16
-44.99,10.16
-44.98,10.16
-44.97,10.16
-44.96,10.16
-44.95,10.16
-44.97,10.1466
-44.975,10.15
-44.97,10.1533
-44.96,10.1433
-44.96,10.1566
-44.99,10.24
-45.0,10.245
-45.0,10.255
-44.99,10.26
-44.98,10.255
-44.975,10.245
-44.97,10.255
-44.96,10.26
-44.95,10.255
-44.95,10.245
-44.96,10.24
-45.0,10.34
-45.0,10.345
-45.0,10.35
-45.0,10.355
-45.0,10.36
-45.0,10.45
-45.0,10.44
-45.0,10.46
-44.99,10.445
-44.9825,10.45
-44.975,10.455
-44.968,10.46
-44.963,10.46
-44.955,10.453
-44.955,10.447
-44.965,10.44
-44.99,10.54
-45.0,10.545
-45.0,10.555
-44.99,10.56
-44.98,10.56
-44.98,10.54
-44.96,10.56
-44.95,10.555
-44.95,10.545
-44.96,10.54
-44.97,10.56
-44.97,10.54
-44.99,10.64
-45.0,10.645
-45.0,10.655
-44.99,10.66
-44.98,10.64
-44.96,10.66
-44.95,10.655
-44.95,10.645
-44.96,10.64
-44.97,10.64
-44.99,10.74
-45.0,10.745
-45.0,10.755
-44.99,10.76
-44.982,10.755
-44.975,10.75
-44.968,10.755
-44.96,10.76
-44.95,10.755
-44.95,10.745
-44.96,10.74
-44.982,10.745
-44.968,10.745
-44.99,10.84
-45.0,10.845
-45.0,10.855
-44.99,10.86
-44.98,10.86
-44.98,10.84
-44.96,10.86
-44.95,10.855
-44.95,10.845
-44.96,10.84
-44.978,10.85
-44.97,10.84
-44.99,10.94
-45.0,10.945
-45.0,10.955
-44.99,10.96
-44.98,10.96
-44.98,10.94
-44.96,10.96
-44.95,10.955
-44.95,10.945
-44.96,10.94
-44.97,10.96
-44.97,10.94
-44.99,11.04
-45.0,11.045
-45.0,11.055
-44.99,11.06
-44.98,11.04
-44.96,11.06
-44.95,11.055
-44.95,11.045
-44.96,11.04
-44.97,11.04
-44.99,11.143
-45.0,11.14
-44.975,11.15
-44.968,11.155
-44.96,11.16
-44.95,11.16
-44.95,11.15
-44.95,11.14
-44.982,11.145
-45.0,11.24
-45.0,11.25
-44.99,11.255
-44.98,11.26
-44.96,11.24
-44.96,11.25
-44.97,11.255
-44.997,11.255
-44.963,11.255
-44.977,11.257
-44.983,11.257
